SalesOrderID,RevisionNumber,OrderDate,DueDate,ShipDate,Status,OnlineOrderFlag,SalesOrderNumber,PurchaseOrderNumber,AccountNumber,CustomerID,ShipToAddressID,BillToAddressID,ShipMethod,CreditCardApprovalCode,SubTotal,TaxAmt,Freight,TotalDue,Comment,rowguid,ModifiedDate
72255,5,2025-04-24,2025-05-04,2025-05-05,5,False,SO72255,PO39601,10-4020-000237,407,272,245,OVERNIGHT J-FAST,,11589.4178,927.1534,231.7884,12748.3596,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.459914
72256,7,2024-06-14,2024-06-27,2024-06-19,5,True,SO72256,PO38257,10-4020-000622,617,259,76,CARGO TRANSPORT 5,,8819.0284,705.5223,176.3806,9700.9313,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.459926
72257,6,2024-10-01,2024-10-18,2024-10-10,5,True,SO72257,PO22088,10-4020-000262,38,357,382,XRQ - TRUCK GROUND-,,6796.8144,543.7452,135.9363,7476.4959,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.459937
72258,7,2024-10-29,2024-11-28,2024-11-01,5,False,SO72258,PO92638,10-4020-000022,797,406,173,CARGO TRANSPORT 5,,1994.2841,159.5427,39.8857,2193.7125,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.459949
72259,7,2025-02-08,2025-02-28,2025-02-22,5,True,SO72259,PO78070,10-4020-000711,99,60,383,CARGO TRANSPORT 5,,14037.1054,1122.9684,280.7421,15440.8159,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.459961
72260,1,2025-01-05,2025-01-13,2025-01-11,5,True,SO72260,PO78191,10-4020-000209,370,200,204,XRQ - TRUCK GROUND-,,11715.5861,937.2469,234.3117,12887.1447,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.459973
72261,1,2024-07-16,2024-08-04,2024-07-21,5,False,SO72261,PO19526,10-4020-000329,764,109,52,CARGO TRANSPORT 5,,12281.676,982.5341,245.6335,13509.8436,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.459985
72262,6,2024-09-20,2024-10-08,2024-09-23,5,False,SO72262,PO76725,10-4020-000564,188,224,293,CARGO TRANSPORT 5,,3847.7024,307.8162,76.954,4232.4726,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.459997
72263,8,2025-02-04,2025-02-24,2025-02-15,5,True,SO72263,PO91419,10-4020-000216,538,426,136,OVERNIGHT J-FAST,,9414.3554,753.1484,188.2871,10355.7909,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.460009
72264,5,2024-06-21,2024-07-15,2024-06-24,5,False,SO72264,PO35437,10-4020-000351,306,122,245,XRQ - TRUCK GROUND-,,1781.6371,142.531,35.6327,1959.8008,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.460021
72265,3,2025-03-09,2025-03-29,2025-03-12,5,True,SO72265,PO40637,10-4020-000661,384,315,371,CARGO TRANSPORT 5,,11063.0389,885.0431,221.2608,12169.3428,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.460032
72266,6,2024-06-28,2024-07-19,2024-07-12,5,True,SO72266,PO89387,10-4020-000842,49,260,189,XRQ - TRUCK GROUND-,,1581.9974,126.5598,31.6399,1740.1971,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.460044
72267,5,2025-03-25,2025-04-10,2025-04-06,5,True,SO72267,PO12067,10-4020-000732,464,131,299,CARGO TRANSPORT 5,,10627.8309,850.2265,212.5566,11690.614,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.460056
72268,7,2024-12-24,2025-01-19,2025-01-05,5,False,SO72268,PO96084,10-4020-000304,566,329,310,XRQ - TRUCK GROUND-,,11355.4698,908.4376,227.1094,12491.0168,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.460068
72269,8,2025-05-13,2025-05-22,2025-05-24,5,False,SO72269,PO29029,10-4020-000549,803,188,297,OVERNIGHT J-FAST,,10190.2754,815.222,203.8055,11209.3029,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.460080
72270,4,2025-04-23,2025-05-04,2025-05-01,5,True,SO72270,PO48588,10-4020-000022,791,257,159,XRQ - TRUCK GROUND-,,14281.4304,1142.5144,285.6286,15709.5734,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.460092
72271,4,2025-04-13,2025-04-25,2025-04-19,5,True,SO72271,PO34242,10-4020-000800,827,420,115,OVERNIGHT J-FAST,,11894.8634,951.5891,237.8973,13084.3498,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.460105
72272,7,2024-08-12,2024-08-31,2024-08-24,5,True,SO72272,PO63453,10-4020-000638,717,12,286,OVERNIGHT J-FAST,,11655.2183,932.4175,233.1044,12820.7402,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.460116
72273,2,2024-08-19,2024-09-09,2024-08-28,5,True,SO72273,PO94139,10-4020-000453,179,384,111,OVERNIGHT J-FAST,,6000.0071,480.0006,120.0001,6600.0078,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.460128
72274,4,2025-03-15,2025-04-07,2025-03-27,5,True,SO72274,PO52700,10-4020-000687,679,309,186,XRQ - TRUCK GROUND-,,14148.3211,1131.8657,282.9664,15563.1532,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.460139
72275,3,2024-10-03,2024-10-31,2024-10-14,5,True,SO72275,PO47316,10-4020-000848,4,177,209,XRQ - TRUCK GROUND-,,13482.9024,1078.6322,269.658,14831.1926,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.460151
72276,7,2024-07-31,2024-08-17,2024-08-03,5,True,SO72276,PO63245,10-4020-000605,782,184,279,XRQ - TRUCK GROUND-,,14724.8909,1177.9913,294.4978,16197.38,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.460164
72277,5,2024-08-15,2024-08-24,2024-08-26,5,False,SO72277,PO85092,10-4020-000388,353,209,323,CARGO TRANSPORT 5,,6540.4763,523.2381,130.8095,7194.5239,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.460175
72278,8,2024-09-19,2024-10-09,2024-09-23,5,True,SO72278,PO34941,10-4020-000827,542,161,293,OVERNIGHT J-FAST,,273.2498,21.86,5.465,300.5748,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.460187
72279,4,2024-08-01,2024-08-16,2024-08-10,5,True,SO72279,PO41536,10-4020-000602,816,396,160,XRQ - TRUCK GROUND-,,3816.3616,305.3089,76.3272,4197.9977,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.460199
72280,1,2024-10-18,2024-10-25,2024-10-23,5,False,SO72280,PO39325,10-4020-000002,7,342,437,XRQ - TRUCK GROUND-,,9409.3172,752.7454,188.1863,10350.2489,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.460211
72281,7,2025-01-09,2025-01-18,2025-01-12,5,True,SO72281,PO60749,10-4020-000516,207,39,42,XRQ - TRUCK GROUND-,,9025.867,722.0694,180.5173,9928.4537,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.460223
72282,6,2024-09-07,2024-09-14,2024-09-10,5,True,SO72282,PO59177,10-4020-000541,58,314,332,OVERNIGHT J-FAST,,12223.9906,977.9192,244.4798,13446.3896,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.460235
72283,2,2024-07-12,2024-08-11,2024-07-20,5,True,SO72283,PO69393,10-4020-000418,793,91,442,XRQ - TRUCK GROUND-,,4430.867,354.4694,88.6173,4873.9537,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.460246
72284,8,2025-02-23,2025-03-22,2025-03-04,5,True,SO72284,PO16592,10-4020-000748,378,113,327,OVERNIGHT J-FAST,,2978.6978,238.2958,59.574,3276.5676,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.460258
72285,8,2024-10-17,2024-11-07,2024-10-27,5,False,SO72285,PO61214,10-4020-000167,60,366,230,CARGO TRANSPORT 5,,301.4277,24.1142,6.0286,331.5705,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.460270
72286,7,2024-12-24,2025-01-21,2024-12-29,5,True,SO72286,PO55160,10-4020-000020,569,409,48,XRQ - TRUCK GROUND-,,11456.347,916.5078,229.1269,12601.9817,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.460282
72287,8,2025-02-07,2025-02-26,2025-02-10,5,True,SO72287,PO84110,10-4020-000717,617,35,394,OVERNIGHT J-FAST,,10888.5731,871.0858,217.7715,11977.4304,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.460293
72288,5,2024-06-12,2024-06-21,2024-06-18,5,True,SO72288,PO36563,10-4020-000465,238,46,68,OVERNIGHT J-FAST,,5989.3196,479.1456,119.7864,6588.2516,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.460305
72289,3,2024-12-01,2024-12-14,2024-12-09,5,False,SO72289,PO24249,10-4020-000479,558,41,238,CARGO TRANSPORT 5,,10738.0377,859.043,214.7608,11811.8415,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.460317
72290,3,2024-09-13,2024-10-11,2024-09-17,5,True,SO72290,PO89026,10-4020-000168,1,195,58,CARGO TRANSPORT 5,,12750.705,1020.0564,255.0141,14025.7755,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.460329
72291,6,2025-01-03,2025-01-14,2025-01-13,5,False,SO72291,PO81580,10-4020-000588,354,193,63,CARGO TRANSPORT 5,,3607.6961,288.6157,72.1539,3968.4657,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.460341
72292,5,2024-09-20,2024-10-06,2024-09-27,5,True,SO72292,PO32111,10-4020-000593,331,25,73,OVERNIGHT J-FAST,,6739.9658,539.1973,134.7993,7413.9624,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.460353
72293,2,2024-10-29,2024-11-18,2024-11-05,5,False,SO72293,PO16933,10-4020-000243,463,105,350,OVERNIGHT J-FAST,,7678.5159,614.2813,153.5703,8446.3675,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.460365
72294,2,2024-07-23,2024-08-03,2024-08-02,5,False,SO72294,PO97461,10-4020-000526,175,96,39,CARGO TRANSPORT 5,,6005.4757,480.4381,120.1095,6606.0233,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.460377
72295,8,2024-08-22,2024-09-16,2024-09-02,5,True,SO72295,PO23413,10-4020-000644,199,134,266,OVERNIGHT J-FAST,,9603.9839,768.3187,192.0797,10564.3823,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.460389
72296,6,2024-08-27,2024-09-26,2024-09-06,5,False,SO72296,PO40653,10-4020-000777,437,444,424,CARGO TRANSPORT 5,,8609.1709,688.7337,172.1834,9470.088,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.460401
72297,2,2025-03-04,2025-03-27,2025-03-09,5,False,SO72297,PO63533,10-4020-000030,347,118,294,OVERNIGHT J-FAST,,3683.2894,294.6632,73.6658,4051.6184,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.460413
72298,7,2024-06-12,2024-07-01,2024-06-25,5,True,SO72298,PO69450,10-4020-000490,717,32,207,OVERNIGHT J-FAST,,7417.75,593.42,148.355,8159.525,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.460425
72299,3,2024-09-29,2024-10-06,2024-10-07,5,True,SO72299,PO59298,10-4020-000554,148,44,338,CARGO TRANSPORT 5,,13509.6721,1080.7738,270.1934,14860.6393,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.460437
72300,6,2024-09-01,2024-09-18,2024-09-14,5,True,SO72300,PO21296,10-4020-000403,696,448,338,OVERNIGHT J-FAST,,3397.4278,271.7942,67.9486,3737.1706,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.460449
72301,8,2024-06-08,2024-06-18,2024-06-21,5,False,SO72301,PO63075,10-4020-000584,154,376,38,XRQ - TRUCK GROUND-,,11670.4343,933.6347,233.4087,12837.4777,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.460460
72302,3,2025-04-30,2025-05-09,2025-05-12,5,True,SO72302,PO52911,10-4020-000582,408,234,387,XRQ - TRUCK GROUND-,,11562.8486,925.0279,231.257,12719.1335,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.460472
72303,5,2024-06-21,2024-07-05,2024-06-30,5,False,SO72303,PO81660,10-4020-000017,163,65,20,OVERNIGHT J-FAST,,8385.0199,670.8016,167.7004,9223.5219,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.460485
72304,4,2024-06-18,2024-07-16,2024-06-29,5,False,SO72304,PO88410,10-4020-000734,709,129,260,OVERNIGHT J-FAST,,14273.4298,1141.8744,285.4686,15700.7728,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.460496
72305,6,2025-04-28,2025-05-28,2025-05-10,5,True,SO72305,PO94839,10-4020-000087,291,178,232,XRQ - TRUCK GROUND-,,1993.3232,159.4659,39.8665,2192.6556,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.460509
72306,1,2025-03-07,2025-04-05,2025-03-20,5,False,SO72306,PO22014,10-4020-000366,184,121,279,OVERNIGHT J-FAST,,7637.6468,611.0117,152.7529,8401.4114,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.460521
72307,4,2025-01-16,2025-02-09,2025-01-29,5,True,SO72307,PO13436,10-4020-000631,463,141,195,CARGO TRANSPORT 5,,5887.9179,471.0334,117.7584,6476.7097,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.460533
72308,8,2025-04-11,2025-05-03,2025-04-23,5,False,SO72308,PO60393,10-4020-000555,154,439,320,XRQ - TRUCK GROUND-,,999.0423,79.9234,19.9808,1098.9465,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.460545
72309,3,2025-01-10,2025-01-21,2025-01-18,5,True,SO72309,PO74737,10-4020-000768,40,405,330,XRQ - TRUCK GROUND-,,7611.7922,608.9434,152.2358,8372.9714,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.460556
72310,1,2024-11-10,2024-11-29,2024-11-23,5,True,SO72310,PO99435,10-4020-000641,812,122,189,CARGO TRANSPORT 5,,10239.3629,819.149,204.7873,11263.2992,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.460568
72311,1,2025-05-23,2025-06-20,2025-05-31,5,False,SO72311,PO59930,10-4020-000746,635,170,352,OVERNIGHT J-FAST,,4076.4419,326.1154,81.5288,4484.0861,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.460580
72312,2,2025-03-19,2025-03-31,2025-03-26,5,True,SO72312,PO54909,10-4020-000384,275,129,94,XRQ - TRUCK GROUND-,,622.8211,49.8257,12.4564,685.1032,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.460592
72313,7,2024-12-19,2025-01-01,2024-12-24,5,False,SO72313,PO90135,10-4020-000302,191,327,127,XRQ - TRUCK GROUND-,,6937.253,554.9802,138.7451,7630.9783,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.460603
72314,5,2024-08-08,2024-08-27,2024-08-14,5,True,SO72314,PO81589,10-4020-000587,106,175,208,CARGO TRANSPORT 5,,10268.7075,821.4966,205.3742,11295.5783,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.460616
72315,6,2024-10-12,2024-10-24,2024-10-23,5,False,SO72315,PO73347,10-4020-000183,352,200,86,XRQ - TRUCK GROUND-,,1240.1239,99.2099,24.8025,1364.1363,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.460628
72316,4,2024-08-27,2024-09-25,2024-09-02,5,False,SO72316,PO79434,10-4020-000623,801,352,190,CARGO TRANSPORT 5,,6084.5886,486.7671,121.6918,6693.0475,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.460640
72317,2,2024-09-23,2024-10-17,2024-10-07,5,False,SO72317,PO58395,10-4020-000375,27,331,251,XRQ - TRUCK GROUND-,,12913.7305,1033.0984,258.2746,14205.1035,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.460651
72318,6,2024-10-13,2024-10-20,2024-10-25,5,False,SO72318,PO73932,10-4020-000792,697,148,423,OVERNIGHT J-FAST,,14346.0717,1147.6857,286.9214,15780.6788,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.460663
72319,5,2024-09-23,2024-10-20,2024-10-05,5,True,SO72319,PO98529,10-4020-000525,845,296,39,CARGO TRANSPORT 5,,163.6548,13.0924,3.2731,180.0203,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.460675
72320,3,2025-02-02,2025-02-10,2025-02-08,5,False,SO72320,PO86280,10-4020-000242,276,407,20,CARGO TRANSPORT 5,,9005.0656,720.4052,180.1013,9905.5721,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.460686
72321,5,2024-12-04,2024-12-13,2024-12-12,5,False,SO72321,PO69464,10-4020-000111,335,424,168,CARGO TRANSPORT 5,,3192.2787,255.3823,63.8456,3511.5066,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.460698
72322,3,2024-07-25,2024-08-12,2024-08-06,5,True,SO72322,PO64982,10-4020-000488,746,434,269,CARGO TRANSPORT 5,,3288.1083,263.0487,65.7622,3616.9192,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.460710
72323,8,2024-09-30,2024-10-17,2024-10-03,5,True,SO72323,PO91365,10-4020-000273,154,357,443,XRQ - TRUCK GROUND-,,11992.1158,959.3693,239.8423,13191.3274,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.460722
72324,2,2024-07-26,2024-08-03,2024-08-03,5,True,SO72324,PO69851,10-4020-000393,631,271,63,XRQ - TRUCK GROUND-,,4288.0081,343.0406,85.7602,4716.8089,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.460734
72325,1,2025-03-30,2025-04-25,2025-04-13,5,True,SO72325,PO72654,10-4020-000007,279,185,67,CARGO TRANSPORT 5,,7879.6289,630.3703,157.5926,8667.5918,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.460746
72326,6,2025-02-19,2025-03-10,2025-02-24,5,True,SO72326,PO53370,10-4020-000571,829,415,398,OVERNIGHT J-FAST,,7925.4072,634.0326,158.5081,8717.9479,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.460757
72327,6,2024-12-31,2025-01-25,2025-01-11,5,False,SO72327,PO68953,10-4020-000552,453,144,153,CARGO TRANSPORT 5,,922.6189,73.8095,18.4524,1014.8808,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.460769
72328,6,2024-08-10,2024-09-02,2024-08-18,5,False,SO72328,PO80955,10-4020-000648,348,376,302,OVERNIGHT J-FAST,,7416.0423,593.2834,148.3208,8157.6465,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.460781
72329,6,2024-12-04,2025-01-02,2024-12-16,5,False,SO72329,PO33301,10-4020-000515,132,156,315,CARGO TRANSPORT 5,,11959.2066,956.7365,239.1841,13155.1272,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.460793
72330,7,2024-07-13,2024-07-30,2024-07-16,5,True,SO72330,PO10820,10-4020-000041,44,80,411,OVERNIGHT J-FAST,,12195.6474,975.6518,243.9129,13415.2121,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.460805
72331,4,2024-12-08,2024-12-17,2024-12-14,5,True,SO72331,PO94233,10-4020-000846,847,60,410,OVERNIGHT J-FAST,,9605.5173,768.4414,192.1103,10566.069,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.460816
72332,1,2024-11-10,2024-11-27,2024-11-18,5,False,SO72332,PO14428,10-4020-000535,209,325,325,OVERNIGHT J-FAST,,1085.1765,86.8141,21.7035,1193.6941,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.460828
72333,2,2025-03-12,2025-03-28,2025-03-19,5,False,SO72333,PO78132,10-4020-000538,632,197,198,XRQ - TRUCK GROUND-,,11085.4189,886.8335,221.7084,12193.9608,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.460840
72334,8,2025-04-14,2025-04-25,2025-04-24,5,True,SO72334,PO65452,10-4020-000460,653,404,226,XRQ - TRUCK GROUND-,,14926.7513,1194.1401,298.535,16419.4264,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.460851
72335,3,2024-10-28,2024-11-27,2024-10-31,5,True,SO72335,PO58010,10-4020-000528,757,361,86,OVERNIGHT J-FAST,,9665.0266,773.2021,193.3005,10631.5292,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.460863
72336,2,2024-10-26,2024-11-18,2024-11-01,5,True,SO72336,PO81219,10-4020-000828,836,55,378,CARGO TRANSPORT 5,,3176.8047,254.1444,63.5361,3494.4852,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.460875
72337,3,2024-09-06,2024-09-19,2024-09-18,5,True,SO72337,PO94560,10-4020-000008,642,157,320,CARGO TRANSPORT 5,,12553.263,1004.261,251.0653,13808.5893,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.460886
72338,1,2024-07-01,2024-07-10,2024-07-12,5,True,SO72338,PO64443,10-4020-000269,502,82,105,XRQ - TRUCK GROUND-,,5688.4871,455.079,113.7697,6257.3358,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.460898
72339,1,2025-03-11,2025-04-04,2025-03-16,5,False,SO72339,PO62956,10-4020-000532,724,45,341,OVERNIGHT J-FAST,,6974.632,557.9706,139.4926,7672.0952,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.460910
72340,6,2024-08-30,2024-09-21,2024-09-09,5,False,SO72340,PO44123,10-4020-000765,372,288,322,OVERNIGHT J-FAST,,11814.4981,945.1598,236.29,12995.9479,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.460922
72341,3,2025-02-03,2025-02-28,2025-02-06,5,False,SO72341,PO28670,10-4020-000634,93,262,419,XRQ - TRUCK GROUND-,,2078.2163,166.2573,41.5643,2286.0379,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.460937
72342,4,2025-01-19,2025-02-18,2025-01-23,5,False,SO72342,PO16959,10-4020-000563,187,368,226,CARGO TRANSPORT 5,,5767.0711,461.3657,115.3414,6343.7782,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.460948
72343,2,2025-04-27,2025-05-18,2025-05-10,5,True,SO72343,PO35994,10-4020-000454,807,368,373,CARGO TRANSPORT 5,,7058.1486,564.6519,141.163,7763.9635,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.460960
72344,3,2025-03-17,2025-03-24,2025-03-25,5,True,SO72344,PO32615,10-4020-000159,591,291,315,CARGO TRANSPORT 5,,9848.1715,787.8537,196.9634,10832.9886,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.460972
72345,2,2024-12-28,2025-01-27,2025-01-06,5,False,SO72345,PO96146,10-4020-000600,78,328,156,CARGO TRANSPORT 5,,13229.3027,1058.3442,264.5861,14552.233,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.460984
72346,4,2025-03-11,2025-03-23,2025-03-19,5,False,SO72346,PO42049,10-4020-000809,592,439,277,CARGO TRANSPORT 5,,8282.351,662.5881,165.647,9110.5861,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.460996
72347,5,2024-11-11,2024-11-26,2024-11-20,5,True,SO72347,PO74107,10-4020-000743,661,238,378,XRQ - TRUCK GROUND-,,8361.3648,668.9092,167.2273,9197.5013,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.461007
72348,7,2025-02-08,2025-02-24,2025-02-14,5,True,SO72348,PO84847,10-4020-000341,268,444,130,XRQ - TRUCK GROUND-,,3322.047,265.7638,66.4409,3654.2517,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.461019
72349,2,2025-02-11,2025-02-23,2025-02-21,5,False,SO72349,PO10352,10-4020-000192,585,90,226,CARGO TRANSPORT 5,,9187.632,735.0106,183.7526,10106.3952,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.461031
72350,4,2024-08-22,2024-09-19,2024-09-03,5,False,SO72350,PO79074,10-4020-000510,737,58,110,OVERNIGHT J-FAST,,878.791,70.3033,17.5758,966.6701,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.461043
72351,6,2025-05-29,2025-06-09,2025-06-10,5,True,SO72351,PO27126,10-4020-000153,29,416,346,CARGO TRANSPORT 5,,13435.9717,1074.8777,268.7194,14779.5688,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.461054
72352,7,2024-08-08,2024-09-07,2024-08-22,5,True,SO72352,PO81824,10-4020-000193,178,20,23,OVERNIGHT J-FAST,,11908.8427,952.7074,238.1769,13099.727,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.461066
72353,8,2025-03-11,2025-04-03,2025-03-22,5,False,SO72353,PO55785,10-4020-000701,216,355,379,XRQ - TRUCK GROUND-,,7359.7342,588.7787,147.1947,8095.7076,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.461080
72354,6,2025-05-27,2025-06-08,2025-06-02,5,False,SO72354,PO17979,10-4020-000818,769,405,417,CARGO TRANSPORT 5,,13183.8036,1054.7043,263.6761,14502.184,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.461092
72355,5,2024-09-12,2024-09-26,2024-09-21,5,True,SO72355,PO85060,10-4020-000814,588,165,57,OVERNIGHT J-FAST,,309.1884,24.7351,6.1838,340.1073,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.461103
72356,3,2024-07-05,2024-07-18,2024-07-19,5,True,SO72356,PO12993,10-4020-000798,153,330,296,CARGO TRANSPORT 5,,5235.9676,418.8774,104.7194,5759.5644,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.461116
72357,1,2025-03-28,2025-04-06,2025-04-04,5,True,SO72357,PO72648,10-4020-000284,670,445,377,XRQ - TRUCK GROUND-,,11251.7103,900.1368,225.0342,12376.8813,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.461128
72358,4,2024-09-07,2024-09-14,2024-09-19,5,False,SO72358,PO71616,10-4020-000085,216,352,304,OVERNIGHT J-FAST,,897.4952,71.7996,17.9499,987.2447,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.461139
72359,2,2024-07-18,2024-07-29,2024-07-27,5,True,SO72359,PO93006,10-4020-000155,750,78,60,CARGO TRANSPORT 5,,9150.0232,732.0019,183.0005,10065.0256,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.461151
72360,8,2024-08-20,2024-09-09,2024-08-30,5,True,SO72360,PO17012,10-4020-000118,621,395,382,XRQ - TRUCK GROUND-,,1815.2843,145.2227,36.3057,1996.8127,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.461163
72361,7,2024-07-16,2024-08-04,2024-07-20,5,True,SO72361,PO33685,10-4020-000043,124,317,370,CARGO TRANSPORT 5,,1783.2117,142.6569,35.6642,1961.5328,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.461174
72362,6,2025-01-15,2025-02-12,2025-01-29,5,False,SO72362,PO42594,10-4020-000203,638,383,374,CARGO TRANSPORT 5,,2083.0023,166.6402,41.66,2291.3025,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.461186
72363,4,2024-06-19,2024-07-09,2024-06-28,5,False,SO72363,PO37315,10-4020-000550,14,339,92,OVERNIGHT J-FAST,,4439.5027,355.1602,88.7901,4883.453,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.461197
